51305068641,fge,20,182
51305107511,cee,79,156
51305148769,cec,36,51
51305151474,bfc,33,36
51305160538,ccb,243,234
51305168759,cab,109,272
51305177425,efc,179,271
51305181235,dbb,295,212
51305192010,deg,219,218
51305218201,egg,148,64
51305218390,geb,45,210
51305220484,ebf,244,26
51305245843,gba,151,6
51305262090,acg,279,232
51305264881,gcb,96,225
51305279385,gad,131,17
51305316091,aca,21,190
51305320410,cdf,25,25
51305356505,bfb,256,242
51305380983,fde,251,104
51305399765,dfc,21,52
51305413752,gdf,267,108
51305414581,fee,51,63
51305418740,dfg,49,264
51305428668,bfd,222,192
51305436710,bgf,157,276
51305442936,egc,206,288
51305446124,adc,78,245
51305470520,dea,283,123
51305470822,bgc,51,256
51305504934,fag,46,138
51305524639,edb,24,104
51305533798,gde,285,214
51305539009,aeb,272,235
51305562148,faa,41,34
51305563128,abc,73,192
51305564574,dgd,180,299
51305566454,efb,113,241
51305577658,dga,223,75
51305596372,gge,164,52
51305596799,fcb,236,182
51305598601,dda,118,265
51305635709,adb,256,269
51305638820,cgc,235,42
51305639858,aeb,13,237
51305663466,fdf,1,92
51305674590,geb,20,199
51305676828,aaa,194,167
51305681305,acg,107,259
51305696763,dba,55,235
51305739344,efe,270,33
51305756999,gfa,221,263
51305761123,ggg,246,210
51305767192,abg,207,60
51305776048,dag,161,132
51305778345,adg,276,47
51305791066,gdb,6,277
51305813791,fgg,235,154
51305831242,dca,100,137
51305842109,ffd,21,188
51305863914,dac,100,34
51305864717,ccg,68,243
51305868569,cef,27,85
51305869285,bgc,54,302
51305872028,gfc,145,67
51305872801,gac,210,207
51305881881,cfc,258,258
51305887021,ggc,147,163
51305887120,faf,37,290
51305887130,cce,289,150
51305889322,adb,101,236
51305892873,egb,247,204
51305895306,fff,211,165
51305935087,fbf,54,94
51305946269,ecb,59,212
51305953569,gea,71,292
51305965544,bce,200,197
51305972332,egd,116,148
51306002287,bee,199,105
51306013537,daa,57,196
51306018601,eae,178,10
51306034302,aga,165,107
51306046610,edg,259,279
51306058814,dad,230,207
51306176866,bed,77,57
51306194157,bbd,79,280
51306194828,fce,216,68
51306200474,cdf,200,21
51306218107,gab,192,253
51306231302,gce,162,227
51306260365,cag,65,13
51306308584,ddd,75,182
51306309494,bee,250,88
51306320006,cff,97,28
51306329815,caa,163,27
51306349524,bag,83,174
51306354500,ffg,31,216
51306379763,ffa,153,145
51306394252,cbf,121,116
51306403871,edb,299,118
51306417506,ece,132,17
51306417877,gbe,286,308
51306442355,dgg,109,133
51306483503,aab,17,128
51306494166,ceb,106,140
51306494697,dda,220,275
51306496067,daf,250,124
51306501965,gdd,222,83
51306510227,eee,277,217
51306522950,geg,228,217
51306571363,fad,248,281
51306591756,fae,252,236
51306626472,cgg,147,85
51306657827,eca,17,213
51306659930,fgc,15,90
51306662938,bdd,46,111
51306726527,feg,105,153
51306736843,gcg,83,215
51306740449,ffb,269,241
51306742646,aaf,160,147
51306776277,fba,79,241
51306781061,cfg,17,97
51306793205,gfe,115,178
51306806317,bff,78,251
51306832291,ggf,188,175
51306838142,ecb,52,243
51306841940,fac,88,44
51306847254,gge,64,48
51306851849,aeg,187,51
51306853124,cbc,275,45
51306870482,bbc,47,256
51306888861,cde,126,139
51306890011,beb,299,64
51306896733,aff,35,7
51306905273,cfc,25,304
51306913734,edf,237,84
51306922737,aee,170,94
51306925411,bfe,51,292
51306926298,dgg,123,151
51306956567,ddb,232,175
51306971908,gdf,123,116
51306976408,fdg,113,220
51306992534,ffe,175,169
51307012585,fcd,224,291
51307017036,bge,145,63
51307027055,bab,296,231
51307043604,fef,74,77
51307081910,fdc,192,104
51307128082,cdc,246,62
51307136189,bbb,267,287
51307174056,fga,188,153
51307186803,eec,47,122
51307195946,bcc,108,218
51307197274,eea,75,203
51307206669,fed,191,251
51307223940,cbc,18,39
51307228896,gcd,16,260
51307230874,dbd,22,91
51307237697,baa,44,336
51307247566,ddb,4,178
51307250393,bca,85,19
51307257462,bcf,27,233
51307258690,aeb,40,270
51307273296,acb,292,9
51307315010,ffe,167,143
51307326462,dcc,29,294
51307352470,bab,260,233
51307354203,cdb,9,265
51307356391,gcc,257,92
51307358221,bcf,125,191
51307364620,beb,160,65
51307368526,cbd,266,293
51307369905,agc,263,279
51307372481,bfe,192,268
51307382041,eba,241,173
51307393730,acb,247,9
51307460665,bfd,7,167
51307461192,fcf,73,147
51307479487,cea,111,186
51307482151,gff,68,21
51307524817,gcf,51,250
51307525671,bga,210,20
51307528110,agg,186,240
51307534050,ada,92,20
51307541139,cca,153,28
51307566905,dcg,14,5
51307593802,gga,196,193
51307594722,ggc,9,193
51307622249,gag,48,246
51307628351,gfc,30,70
51307644150,agc,218,298
51307644807,fdd,81,164
51307646392,dgc,221,272
51307674829,feb,144,25
51307702164,abb,166,60
51307715375,ggg,25,174
51307721745,ceb,225,123
51307725197,afd,258,164
51307756647,gfa,231,278
51307807112,afb,169,84
51307822621,ege,71,187
51307824314,bec,222,233
51307850834,bfg,174,51
51307858118,fda,83,232
51307861404,fgf,162,37
51307868537,gdf,279,96
51307880385,gbb,290,203
51307909318,bcd,51,108
51307929323,cae,206,242
51307939109,gdb,268,235
51307952942,ffd,123,152
51307955005,ecg,269,53
51307961210,ccc,216,214
51307967924,fbf,87,94
51307973080,ggd,229,200
51307976535,cfe,191,14
51308011865,cfc,255,246
51308017403,eeb,269,189
51308017988,dfd,102,100
51308018556,acf,25,88
51308058520,bbe,135,132
51308063318,bda,151,102
51308078156,bgg,200,83
51308079460,aad,77,57
51308086826,dde,99,296
51308121489,gfd,152,121
51308131343,bbf,128,220
51308138842,gaa,85,165
51308194436,dad,142,221
51308202548,eaf,210,151
51308228033,fea,90,61
51308238709,dce,135,15
51308239631,eda,176,255
51308246020,aec,43,18
51308255671,acg,157,227
51308282097,ddb,276,176
51308289758,bea,255,75
51308310203,eab,4,7
51308328520,dcd,147,119
51308332955,fff,278,151
51308333443,bcb,129,209
51308340592,gec,228,173
51308341981,caf,113,63
51308347836,cfd,276,64
51308349329,eee,88,186
51308352035,ccb,89,215
51308360447,cee,211,157
51308373077,gfc,130,74
51308373916,dfa,140,206
51308384536,adg,127,39
51308412704,ede,277,201
51308468778,ddc,228,68
51308471344,feb,64,26
51308480829,ddf,130,27
51308484433,ead,2,282
51308510323,aae,290,73
51308510485,efb,118,219
51308517141,bdb,169,143
51308529765,cgb,278,118
51308548630,fgc,171,92
51308564490,fbb,146,182
51308566669,bgg,106,76
51308584432,eag,65,206
51308592963,bbg,295,144
51308599953,dac,18,38
51308615318,gdc,171,136
51308641785,dbb,252,216
51308647596,cga,77,149
51308667085,ccb,104,199
51308670943,cba,45,151
51308678406,beg,112,235
51308688360,gfg,282,180
51308696034,bcf,174,173
51308740279,gbc,136,126
51308740772,agd,292,116
51308743853,bcb,271,227
51308763570,bae,127,252
51308801338,eeg,255,173
51308812887,gaf,241,74
51308817451,faf,279,243
51308823840,dbe,251,82
51308838473,gae,209,249
51308851542,fcd,299,288
51308853619,aef,145,56
51308858191,bcd,60,98
51308863340,ade,92,172
51308867029,cbb,298,293
51308871519,adc,231,208
51308875711,fbd,154,199
51308879292,edd,29,43
51308886187,cgd,201,11
51308892320,eed,202,243
51308903217,gad,33,19
51308905577,gac,42,229
51308911338,agf,148,75
51308943200,bfg,6,56
51308951977,dgf,126,10
51308958871,bgb,103,96
51308962572,ada,168,17
51308972645,adf,42,16
51308988659,cfb,233,192
51308994313,fda,172,201
51309017679,cfa,160,56
51309029468,dgb,289,247
51309040080,gfe,45,153
51309044937,dba,20,202
51309056429,bef,122,314
51309060919,gcc,58,97
51309078710,fgb,120,343
51309087044,ege,116,200
51309087993,gfe,225,175
51309089725,fge,236,154
51309092303,ebc,74,77
51309102728,bde,46,206
51309113273,cbe,292,233
51309114368,aea,38,243
51309114946,gbe,65,298
51309127886,cge,125,91
51309136516,ebb,240,202
51309140185,cfd,131,60
51309215212,eac,93,142
51309216300,fcg,163,250
51309230063,ecb,215,247
51309234085,egd,27,145
51309250216,afe,76,98
51309269078,eae,139,8
51309302002,efa,189,147
51309303292,gcc,135,102
51309319180,geb,219,212
51309325742,bdf,80,264
51309344030,aba,65,299
51309352661,ffa,7,124
51309359100,bdd,285,129
51309382920,bef,71,373
51309387738,bdc,45,109
51309393371,beg,230,242
51309404043,fbc,152,22
51309413281,def,262,105
51309423837,efd,181,201
51309437728,abd,199,109
51309449290,abf,247,181
51309452276,afg,204,29
51309452486,gfb,14,25
51309463581,dea,85,123
51309470157,ecf,210,286
51309478349,edc,36,80
51309485621,cef,66,96
51309528321,ebg,124,205
51309549606,bgc,241,356
51309550211,dbd,245,104
51309552575,abe,225,116
51309562939,edg,198,298
51309564072,fgf,297,31
51309625268,eba,14,173
51309628381,cad,187,29
51309637904,gbg,149,32
51309643653,afc,192,75
51309668089,dec,133,21
51309668921,age,32,130
51309709610,fbg,280,107
51309710501,aed,181,297
51309711818,gff,115,23
51309738799,cdd,11,195
51309763322,dfe,145,8
51309781817,ecc,158,117
51309791276,cbg,158,297
51309792258,ccd,135,46
51309814629,egf,179,66
51309819390,cag,62,12
51309843450,cff,45,26
51309852988,ged,110,247
51309854222,fca,166,282
51309859763,dce,283,17
51309861216,dee,170,11
51309865343,gee,47,27
51309866769,aca,123,188
51309871666,dfd,120,98
51309891330,gdc,95,141
51309900309,fcf,98,163
51309917314,cfe,254,11
51309929046,fec,276,73
51309933377,fge,145,170
51309934064,ccg,158,260
51309938723,dcb,282,140
51309998482,ebd,136,109
51310007141,gae,96,244
51310045473,ace,50,127
51310068024,fag,195,154
51310083719,aeb,52,286
51310101675,efb,206,258
51310188212,efg,109,246
51310212673,eff,295,235
51310241508,fac,67,43
51310250280,gcd,15,270
51310262850,dfb,149,162
51310284587,ceb,101,121
51310298076,cbf,123,124
51310310618,bac,52,164
51310314373,deg,4,176
51310315232,deg,90,170
51310341107,afg,37,26
51310404731,gfb,12,27
51310405813,dge,45,72
51310419128,ebe,90,276
51310420609,ecd,176,35
51310420760,ebg,131,172
51310441245,ced,261,99
51310460348,edc,19,93
51310461210,dba,286,226
51310495072,ddf,221,22
51310501696,bcg,85,53
51310528569,eeg,256,152
51310532446,cgd,49,12
51310534653,cef,47,82
51310559880,adc,164,245
51310561779,dga,199,83
51310569654,dfa,109,241
51310611721,aag,297,305
51310613920,ede,38,178
51310624803,fgg,205,163
51310655146,dbf,32,142
51310655550,eea,37,207
51310660573,ddg,149,125
51310684228,gba,286,6
51310685281,eac,298,151
51310694672,ace,25,114
51310700212,cgg,238,86
51310705281,fcc,247,171
51310707942,ggb,107,73
51310710689,ega,134,117
51310757912,agb,9,58
51310783873,dcf,92,44
51310792493,dbe,134,93
51310796506,agf,122,60
51310805369,acd,7,70
51310811832,add,236,241
51310835693,gcg,298,251
51310839168,egb,223,242
51310888858,fbg,59,89
51310902370,acc,119,195
51310911936,fcg,50,280
51310966555,dda,141,280
51310987425,gca,108,22
51311001204,gbf,63,237
51311023644,fgd,287,10
51311031099,gdb,41,218
51311075670,cga,204,149
51311085037,dbc,131,22
51311093575,fdb,163,214
51311100443,agc,262,315
51311115922,ebg,264,146
51311120058,dfb,1,134
51311130169,fgb,287,294
51311138330,fba,239,200
51311178031,aea,16,223
51311180501,eed,106,235
51311202608,aeb,159,254
51311253585,edc,5,90
51311261453,eac,51,169
51311271985,gda,276,174
51311277544,eaa,36,28
51311312886,agg,168,199
51311318736,bfg,106,52
51311319756,bge,252,54
51311358834,caa,187,24
51311369092,dec,19,19
51311378245,gdf,90,94
51311391337,bfa,109,240
51311408799,gdg,172,49
51311437539,fcf,209,143
51311440600,bcf,97,176
51311482306,abf,299,193
51311493780,ggc,215,194
51311501749,dab,191,148
51311576513,aeg,149,41
51311583170,abg,166,61
51311591057,efg,86,277
51311616728,ggf,54,141
51311630665,ded,190,180
51311652516,aad,156,53
51311653478,bgg,50,73
51311678859,cfa,125,63
51311734369,fed,133,278
51311757366,dga,115,75
51311803841,gca,14,19
51311834530,gea,4,329
51311835644,fbe,271,258
51311845197,eef,69,18
51311858511,fab,91,203
51311876212,fba,102,172
51311877241,cgb,199,134
51311878589,agg,66,220
51311893312,bfg,222,43
51311900126,fgc,171,98
51311910096,gfc,171,60
51311914700,fcf,233,150
51311924968,cbd,244,313
51311932579,ecb,30,232
51311939689,baf,107,291
51311955938,bgf,230,298
51311956013,daa,171,164
51311956381,cec,136,51
51311981608,eeb,133,173
51311986492,abc,275,213
51312000350,ebb,159,234
51312023880,fee,30,70
51312062957,daf,80,119
51312084429,edb,203,113
51312092003,dbg,22,108
51312106513,gcb,57,249
51312116327,cgf,37,150
51312133106,daa,94,132
51312136815,bbc,134,230
51312137727,ffb,147,192
51312139696,deb,33,148
51312149139,dga,56,83
51312201947,dfg,222,269
51312207403,cdg,255,272
51312231065,afa,76,238
51312236474,faa,279,36
51312244779,bae,76,287
51312280320,bgb,287,112
51312299954,cfg,157,79
51312301752,fde,150,85
51312375762,bda,90,114
51312377706,bcg,271,52
51312394327,fga,296,125
51312397924,ddf,199,20
51312408912,fgf,185,34
51312427586,fba,277,165
51312430009,dfc,81,58
51312441439,bdg,229,112
51312460857,bgf,229,259
51312462021,gbb,52,223
51312479131,dgb,208,244
51312483891,fdg,19,191
51312501788,cab,190,263
51312505119,ceg,93,34
51312520348,abf,204,187
51312529735,eag,185,234
51312535289,ggf,183,124
51312586461,gdb,116,202
51312588334,baf,113,288
51312606761,adb,14,228
51312607163,eeg,161,142
51312612597,cgc,116,35
51312614614,cec,117,41
51312621695,gbd,29,13
51312657977,fcf,198,165
51312692397,bbc,28,227
51312698164,bee,93,101
51312707009,edc,6,101
51312715557,cgf,124,142
51312747657,fed,282,303
51312755763,adg,279,40
51312780625,bag,122,182
51312792064,fea,276,64
51312839050,efc,168,306
51312872220,ebf,190,22
51312889985,aad,267,43
51312899920,fad,141,272
51312901086,aac,83,127
51312950940,ebd,251,90
51312962171,fef,234,84
51312962173,beg,140,225
51312973206,bgd,194,122
51312987704,bfd,58,170
51312990292,cac,197,106
51313055510,gef,68,285
51313068636,cbe,286,274
51313112412,cgd,296,10
51313127963,gga,115,200
51313140368,ccb,99,181
51313159627,fdc,88,110
51313161057,gdd,243,76
51313183970,fdd,181,183
51313203290,cda,285,77
51313205253,aec,249,16
51313230021,gbd,30,11
51313275893,ebe,158,309
51313281637,cec,26,37
51313326064,gde,21,199
51313337682,dbg,75,105
51313388347,gdc,158,160
51313414322,cgb,37,128
51313414762,daa,89,149
51313415687,ccf,27,148
51313431551,dda,132,249
51313434067,bgd,224,137
51313447338,gcf,112,282
51313450052,bga,105,17
51313501840,gfg,209,176
51313529051,dca,299,150
51313539788,bff,299,230
51313547296,adg,17,40
51313548617,ege,81,225
51313562903,aac,129,138
51313582886,cda,190,63
51313583446,ecb,298,199
51313606727,bad,181,58
51313609679,bfc,67,40
51313610122,cce,268,142
51313626695,aga,159,110
51313631977,faa,175,33
51313640755,acb,191,8
51313643811,dff,97,68
51313648098,baa,127,325
51313660911,eaf,94,144
51313662706,bcb,197,222
51313669521,bge,149,51
51313672784,dde,244,298
51313705427,ead,132,310
51313722442,fac,253,47
51313729019,ffg,63,218
51313757208,fcd,237,302
51313776127,fea,85,67
51313806842,efb,288,211
51313838437,dgd,91,343
51313855066,bca,199,20
51313861193,ggg,291,167
51313886833,dge,299,76
51313914490,eba,171,181
51313916300,ffe,58,127
51313922838,aag,24,356
51313966482,abg,135,52
51313971772,dbf,107,144
51314007606,abb,110,53
51314058597,abc,201,185
51314060878,ged,191,237
51314067663,fdf,135,105
51314070088,agc,43,371
51314092039,geb,171,209
51314092838,bed,134,46
51314113874,adc,72,227
51314119883,fdd,109,155
51314180954,dae,17,16
51314198301,eae,211,6
51314220804,dfe,60,9
51314268063,ece,105,19
51314291501,gfa,88,294
51314321566,efe,293,33
51314329613,gec,210,173
51314337754,efd,208,215
51314345159,fcc,111,188
51314367461,aab,7,151
51314422977,aaa,22,183
51314425140,bea,287,84
51314431803,eaf,106,125
51314486172,fgd,297,11
51314487087,egc,62,305
51314501607,aed,172,305
51314524120,ccg,194,208
51314555740,ddb,232,184
51314561006,bce,293,181
51314563558,fgf,82,32
51314569481,ffc,294,117
51314569691,gaf,260,68
51314589410,fae,158,193
51314590813,gda,193,194
51314596780,ddd,119,191
51314603308,dgc,111,252
51314624024,bgc,2,299
51314633774,cad,222,26
51314637276,aee,136,109
51314642455,ffa,179,111
51314692353,bec,164,214
51314724717,gbd,72,10
51314748581,cag,193,10
51314763035,ggg,234,143
51314771863,dfa,91,281
51314782002,bbd,30,322
51314795768,fcb,252,200
51314799547,cae,205,271
51314821093,bfb,178,196
51314822324,gfb,222,22
51314840006,egg,225,57
51314853333,ebb,216,248
51314876087,bgb,246,125
51314905261,cfe,278,11
51314912714,dga,148,78
51314914246,bba,208,70
51314925845,aff,238,7
51314934164,fed,244,263
51314955804,acd,64,66
51314956020,dag,231,137
51314967548,fbb,77,172
51314977026,dea,92,107
51315000815,ebb,7,238
51315007968,acg,146,192
51315022951,ccg,75,216
51315027782,eff,147,195
51315029079,cdg,59,228
51315064918,cca,213,31
51315081810,bcc,257,235
51315081932,edf,271,75
51315088216,gdd,208,60
51315090885,eba,79,150
51315118088,cfd,149,63
51315131396,dfg,102,309
51315132073,ade,60,153
51315167587,efe,167,31
51315172949,dad,179,203
51315173656,bge,231,60
51315183259,aad,43,44
51315188432,cdc,287,55
51315222941,aca,174,163
51315233655,aeb,88,243
51315244416,cbc,33,40
51315310427,age,171,128
51315311909,dgd,299,370
51315334110,fff,146,176
51315334255,gce,262,211
51315338935,gee,258,29
51315357893,cdf,22,22
51315358908,bbd,220,299
51315363124,egd,186,168
51315365453,abd,98,97
51315380044,fce,82,56
51315393730,cga,73,174
51315444453,cge,15,100
51315452438,cea,222,167
51315477102,cac,101,100
51315489688,gge,265,55
51315499142,edf,77,66
51315538400,fge,154,197
51315540565,bbd,291,263
51315542203,fgg,85,169
51315561219,fbb,138,166
51315566617,ebf,235,21
51315567779,aca,240,185
51315578081,aae,110,73
51315586884,cbb,247,284
51315607220,gae,40,224
51315611772,dgf,27,9
51315620825,ecc,158,131
51315627206,ggd,88,200
51315640931,ffc,19,114
51315648027,bbg,265,167
51315676555,beg,31,182
51315702438,afa,207,249
51315744014,dgd,41,358
51315752111,dee,165,11
51315768765,cfb,220,168
51315780511,gab,289,293
51315790733,dcg,145,5
51315796269,eec,167,97
51315818995,dcc,261,261
51315823168,dgf,65,8
51315839096,dce,21,19
51315843931,cdb,260,212
51315859442,bab,203,200
51315861366,gbg,28,29
51315865296,ega,43,133
51315907694,dec,26,17
51315917926,cfd,42,57
51315934627,def,8,116
51315943717,cbf,264,101
51315967894,aga,132,102
51315968032,afc,223,82
51315984731,ffd,43,176
51315993841,aaf,81,123
51315999767,gdg,29,56
51316029067,bfc,181,45
51316075959,dgg,52,155
51316086229,bcd,185,111
51316086741,fab,23,180
51316131445,feg,33,131
51316151901,adc,182,236
51316153145,efc,59,293
51316161449,gdd,67,58
51316167866,agf,55,65
51316173041,ccc,282,252
51316181070,cgf,12,113
51316204391,daf,145,141
51316216044,gad,256,19
51316217093,dga,102,70
51316219159,bab,20,225
51316236307,ecg,283,58
51316239173,gbc,202,110
51316290149,cfa,38,50
51316313730,agg,17,244
51316342907,feb,193,25
51316347782,afe,207,89
51316347818,bca,204,19
51316404912,geg,292,177
51316413142,eab,210,6
51316421948,bee,294,87
51316427030,gae,112,241
51316428436,gga,166,168
51316474380,cgc,298,29
51316483498,bbf,202,204
51316513415,bcf,11,160
51316520417,cdg,114,232
51316521687,aee,47,100
51316527822,cfg,251,67
51316540542,cgf,155,124
51316558388,fgd,221,9
51316578814,gcf,204,276
51316590952,bdb,204,165
51316593169,agg,215,244
51316612330,cee,203,141
51316627776,eca,236,189
51316645556,acf,146,71
51316653780,bgb,113,105
51316666945,gag,129,253
51316680747,gfb,52,23
51316711625,bae,269,335
51316718055,beb,70,57
51316726825,bfe,277,259
51316731249,cbg,257,317
51316734028,cgb,290,122
51316759586,bdc,122,127
51316760583,dca,5,177
51316778594,agd,16,106
51316781643,cde,45,137
51316782315,eee,298,215
51316789335,bgf,237,253
51316798995,eeb,226,198
51316882469,eea,100,178
51316883167,bbe,135,157
51316895145,bbb,269,284
51316913037,fff,69,184
51316954846,ebb,87,192
51316966883,fgc,132,91
51317002884,dfd,243,100
51317018480,baf,295,285
51317020094,afb,170,73
51317034692,dab,273,156
51317036218,cca,298,32
51317058606,caf,171,73
51317078147,fae,299,179
51317113392,efd,71,197
51317145161,ceb,232,140
51317183972,edd,35,49
51317189768,gfd,235,121
51317199981,faf,47,230
51317200652,afg,286,25
51317209715,bfb,284,213
51317213545,gaf,102,66
51317221542,gea,10,296
51317223132,gff,43,20
51317273248,bdd,46,143
51317283921,faa,259,33
51317284427,aga,76,98
51317300125,fac,93,40
51317338399,ffg,221,176
51317360848,ecc,44,110
51317385301,cea,185,192
51317402857,bed,96,49
51317435631,fad,145,285
51317488116,acb,160,7
51317493774,fbf,184,109
51317503240,dfc,43,64
51317530063,gaa,155,163
51317548570,gac,246,245
51317565216,ceg,78,35
51317574090,aec,182,14
51317599778,ebc,103,66
51317639507,aaa,16,164
51317653438,dcd,152,96
51317674061,gdb,113,226
51317683894,fbc,242,25
51317703592,ccf,140,121
51317714505,afd,56,193
51317724263,bag,106,214
51317754215,ddc,180,61
51317767391,bea,36,70
51317775349,bcb,201,217
51317789681,edf,121,68
51317800142,aba,160,331
51317811434,abe,166,93
51317813775,agb,192,52
51317819364,ebd,119,92
51317847377,eac,265,157
51317849306,cbd,77,306
51317849966,fec,21,65
51317856860,dcb,218,144
51317872368,daf,150,167
51317878338,aab,215,146
51317894209,cag,70,8
51317912428,gae,91,231
51317923890,fcg,73,310
51317937860,bff,25,230
51317939510,ebb,233,199
51317942948,dca,58,168
51317951720,egf,126,75
51317955349,cfc,59,277
51317956063,ada,271,14
51317961426,deb,76,152
51317968176,bee,56,94
51317969745,geb,274,188
51317984586,fda,166,213
51317993785,fbd,116,204
51318007707,cbe,121,221
51318008071,eag,125,231
51318011863,ced,98,110
51318016607,dac,57,33
51318049643,cba,126,144
51318073076,ddg,253,103
51318157761,efb,67,192
51318179957,fed,261,223
51318190034,eda,211,209
51318219460,gca,161,19
51318224406,gga,116,142
51318257005,fec,289,61
51318257670,ecf,121,308
51318272900,aea,39,251
51318293206,fbe,217,211
51318306291,cef,81,86
51318315723,adf,260,12
